Player,Team,Opposition,Runs,NotOut,Mins,BF,4s,6s,SR,Inns,Venue,Start Date
DJG Sammy,Sunrisers Hyderabad,Kolkata Knight Riders,7,0,19,16,0,0,43.75,1,Hyderabad (Deccan),18-May-14
KV Sharma,Sunrisers Hyderabad,Kolkata Knight Riders,4,0,7,4,0,0,100,1,Hyderabad (Deccan),18-May-14
DW Steyn,Sunrisers Hyderabad,Kolkata Knight Riders,1,0,2,2,0,0,50,1,Hyderabad (Deccan),18-May-14
A Mishra,Sunrisers Hyderabad,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),18-May-14
B Kumar,Sunrisers Hyderabad,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),18-May-14
RV Uthappa,Kolkata Knight Riders,Sunrisers Hyderabad,40,0,46,33,5,1,121.21,2,Hyderabad (Deccan),18-May-14
G Gambhir,Kolkata Knight Riders,Sunrisers Hyderabad,6,0,10,10,1,0,60,2,Hyderabad (Deccan),18-May-14
MK Pandey,Kolkata Knight Riders,Sunrisers Hyderabad,35,0,56,32,3,1,109.37,2,Hyderabad (Deccan),18-May-14
YK Pathan,Kolkata Knight Riders,Sunrisers Hyderabad,39,1,45,28,2,2,139.28,2,Hyderabad (Deccan),18-May-14
RN ten Doeschate,Kolkata Knight Riders,Sunrisers Hyderabad,25,1,24,15,2,1,166.66,2,Hyderabad (Deccan),18-May-14
Shakib Al Hasan,Kolkata Knight Riders,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),18-May-14
UT Yadav,Kolkata Knight Riders,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),18-May-14
SP Narine,Kolkata Knight Riders,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),18-May-14
SA Yadav,Kolkata Knight Riders,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),18-May-14
M Morkel,Kolkata Knight Riders,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),18-May-14
PP Chawla,Kolkata Knight Riders,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),18-May-14
DR Smith,Chennai Super Kings,Royal Challengers Bangalore,9,0,21,15,1,0,60,1,Ranchi,18-May-14
BB McCullum,Chennai Super Kings,Royal Challengers Bangalore,19,0,19,13,1,2,146.15,1,Ranchi,18-May-14
SK Raina,Chennai Super Kings,Royal Challengers Bangalore,62,1,73,48,6,1,129.16,1,Ranchi,18-May-14
DJ Hussey,Chennai Super Kings,Royal Challengers Bangalore,25,0,45,29,1,1,86.2,1,Ranchi,18-May-14
MS Dhoni,Chennai Super Kings,Royal Challengers Bangalore,7,0,8,6,1,0,116.66,1,Ranchi,18-May-14
RA Jadeja,Chennai Super Kings,Royal Challengers Bangalore,10,1,16,9,0,0,111.11,1,Ranchi,18-May-14
IC Pandey,Chennai Super Kings,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Ranchi,18-May-14
M Manhas,Chennai Super Kings,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Ranchi,18-May-14
S Badree,Chennai Super Kings,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Ranchi,18-May-14
R Ashwin,Chennai Super Kings,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Ranchi,18-May-14
MM Sharma,Chennai Super Kings,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Ranchi,18-May-14
CH Gayle,Royal Challengers Bangalore,Chennai Super Kings,46,0,66,50,3,3,92,2,Ranchi,18-May-14
PA Patel,Royal Challengers Bangalore,Chennai Super Kings,10,0,12,14,2,0,71.42,2,Ranchi,18-May-14
V Kohli,Royal Challengers Bangalore,Chennai Super Kings,27,0,38,29,1,1,93.1,2,Ranchi,18-May-14
AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,28,0,19,14,1,3,200,2,Ranchi,18-May-14
Yuvraj Singh,Royal Challengers Bangalore,Chennai Super Kings,13,1,14,9,0,1,144.44,2,Ranchi,18-May-14
S Rana,Royal Challengers Bangalore,Chennai Super Kings,1,0,7,2,0,0,50,2,Ranchi,18-May-14
AN Ahmed,Royal Challengers Bangalore,Chennai Super Kings,4,1,1,1,1,0,400,2,Ranchi,18-May-14
VR Aaron,Royal Challengers Bangalore,Chennai Super Kings,DNB,0,-,-,-,-,-,2,Ranchi,18-May-14
MA Starc,Royal Challengers Bangalore,Chennai Super Kings,DNB,0,-,-,-,-,-,2,Ranchi,18-May-14
YS Chahal,Royal Challengers Bangalore,Chennai Super Kings,DNB,0,-,-,-,-,-,2,Ranchi,18-May-14
M Muralidaran,Royal Challengers Bangalore,Chennai Super Kings,DNB,0,-,-,-,-,-,2,Ranchi,18-May-14
AM Rahane,Rajasthan Royals,Delhi Daredevils,64,0,78,50,8,1,128,1,Ahmedabad,15-May-14
KK Nair,Rajasthan Royals,Delhi Daredevils,19,0,25,14,1,1,135.71,1,Ahmedabad,15-May-14
KK Cooper,Rajasthan Royals,Delhi Daredevils,32,0,20,16,2,3,200,1,Ahmedabad,15-May-14
SV Samson,Rajasthan Royals,Delhi Daredevils,40,0,37,25,2,3,160,1,Ahmedabad,15-May-14
STR Binny,Rajasthan Royals,Delhi Daredevils,0,0,2,2,0,0,0,1,Ahmedabad,15-May-14
BCJ Cutting,Rajasthan Royals,Delhi Daredevils,8,0,18,6,0,1,133.33,1,Ahmedabad,15-May-14
JP Faulkner,Rajasthan Royals,Delhi Daredevils,23,1,15,8,0,3,287.5,1,Ahmedabad,15-May-14
R Bhatia,Rajasthan Royals,Delhi Daredevils,DNB,0,-,-,-,-,-,1,Ahmedabad,15-May-14
DS Kulkarni,Rajasthan Royals,Delhi Daredevils,DNB,0,-,-,-,-,-,1,Ahmedabad,15-May-14
PV Tambe,Rajasthan Royals,Delhi Daredevils,DNB,0,-,-,-,-,-,1,Ahmedabad,15-May-14
SPD Smith,Rajasthan Royals,Delhi Daredevils,DNB,0,-,-,-,-,-,1,Ahmedabad,15-May-14
KP Pietersen,Delhi Daredevils,Rajasthan Royals,13,0,37,18,1,0,72.22,2,Ahmedabad,15-May-14
MA Agarwal,Delhi Daredevils,Rajasthan Royals,17,0,11,10,3,0,170,2,Ahmedabad,15-May-14
KD Karthik,Delhi Daredevils,Rajasthan Royals,3,0,11,8,0,0,37.5,2,Ahmedabad,15-May-14
JP Duminy,Delhi Daredevils,Rajasthan Royals,8,0,9,8,0,1,100,2,Ahmedabad,15-May-14
MK Tiwary,Delhi Daredevils,Rajasthan Royals,61,1,58,44,5,2,138.63,2,Ahmedabad,15-May-14
LRPL Taylor,Delhi Daredevils,Rajasthan Royals,4,0,9,5,0,0,80,2,Ahmedabad,15-May-14
KM Jadhav,Delhi Daredevils,Rajasthan Royals,3,0,5,3,0,0,100,2,Ahmedabad,15-May-14
S Nadeem,Delhi Daredevils,Rajasthan Royals,1,0,3,4,0,0,25,2,Ahmedabad,15-May-14
Imran Tahir,Delhi Daredevils,Rajasthan Royals,4,0,15,6,1,0,66.66,2,Ahmedabad,15-May-14
R Shukla,Delhi Daredevils,Rajasthan Royals,14,0,8,12,2,0,116.66,2,Ahmedabad,15-May-14
S Kaul,Delhi Daredevils,Rajasthan Royals,2,1,-,2,0,0,100,2,Ahmedabad,15-May-14
LMP Simmons,Mumbai Indians,Kolkata Knight Riders,12,0,24,14,2,0,85.71,1,Cuttack,14-May-14
CM Gautam,Mumbai Indians,Kolkata Knight Riders,8,0,10,9,1,0,88.88,1,Cuttack,14-May-14
AT Rayudu,Mumbai Indians,Kolkata Knight Riders,33,0,39,27,3,1,122.22,1,Cuttack,14-May-14
RG Sharma,Mumbai Indians,Kolkata Knight Riders,51,0,62,45,4,2,113.33,1,Cuttack,14-May-14
CJ Anderson,Mumbai Indians,Kolkata Knight Riders,18,0,21,12,1,1,150,1,Cuttack,14-May-14
KA Pollard,Mumbai Indians,Kolkata Knight Riders,10,1,17,11,0,0,90.9,1,Cuttack,14-May-14
AP Tare,Mumbai Indians,Kolkata Knight Riders,2,1,2,3,0,0,66.66,1,Cuttack,14-May-14
Harbhajan Singh,Mumbai Indians,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Cuttack,14-May-14
SL Malinga,Mumbai Indians,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Cuttack,14-May-14
JJ Bumrah,Mumbai Indians,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Cuttack,14-May-14
PP Ojha,Mumbai Indians,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Cuttack,14-May-14
RV Uthappa,Kolkata Knight Riders,Mumbai Indians,80,0,71,52,9,3,153.84,2,Cuttack,14-May-14
G Gambhir,Kolkata Knight Riders,Mumbai Indians,14,0,35,18,1,0,77.77,2,Cuttack,14-May-14
MK Pandey,Kolkata Knight Riders,Mumbai Indians,14,0,26,21,0,0,66.66,2,Cuttack,14-May-14
YK Pathan,Kolkata Knight Riders,Mumbai Indians,20,1,24,13,3,0,153.84,2,Cuttack,14-May-14
Shakib Al Hasan,Kolkata Knight Riders,Mumbai Indians,9,0,13,8,1,0,112.5,2,Cuttack,14-May-14
RN ten Doeschate,Kolkata Knight Riders,Mumbai Indians,0,1,1,0,0,0,-,2,Cuttack,14-May-14
UT Yadav,Kolkata Knight Riders,Mumbai Indians,DNB,0,-,-,-,-,-,2,Cuttack,14-May-14
PP Chawla,Kolkata Knight Riders,Mumbai Indians,DNB,0,-,-,-,-,-,2,Cuttack,14-May-14
SP Narine,Kolkata Knight Riders,Mumbai Indians,DNB,0,-,-,-,-,-,2,Cuttack,14-May-14
SA Yadav,Kolkata Knight Riders,Mumbai Indians,DNB,0,-,-,-,-,-,2,Cuttack,14-May-14
M Morkel,Kolkata Knight Riders,Mumbai Indians,DNB,0,-,-,-,-,-,2,Cuttack,14-May-14
AJ Finch,Sunrisers Hyderabad,Kings XI Punjab,20,0,40,23,2,0,86.95,1,Hyderabad (Deccan),14-May-14
S Dhawan,Sunrisers Hyderabad,Kings XI Punjab,45,0,54,37,5,2,121.62,1,Hyderabad (Deccan),14-May-14
NV Ojha,Sunrisers Hyderabad,Kings XI Punjab,79,1,56,36,4,7,219.44,1,Hyderabad (Deccan),14-May-14
DA Warner,Sunrisers Hyderabad,Kings XI Punjab,44,0,31,23,3,3,191.3,1,Hyderabad (Deccan),14-May-14
MC Henriques,Sunrisers Hyderabad,Kings XI Punjab,0,0,3,1,0,0,0,1,Hyderabad (Deccan),14-May-14
IK Pathan,Sunrisers Hyderabad,Kings XI Punjab,1,0,3,2,0,0,50,1,Hyderabad (Deccan),14-May-14
KV Sharma,Sunrisers Hyderabad,Kings XI Punjab,1,1,2,1,0,0,100,1,Hyderabad (Deccan),14-May-14
KL Rahul,Sunrisers Hyderabad,Kings XI Punjab,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),14-May-14
A Mishra,Sunrisers Hyderabad,Kings XI Punjab,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),14-May-14
B Kumar,Sunrisers Hyderabad,Kings XI Punjab,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),14-May-14
DW Steyn,Sunrisers Hyderabad,Kings XI Punjab,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),14-May-14
V Sehwag,Kings XI Punjab,Sunrisers Hyderabad,4,0,2,2,1,0,200,2,Hyderabad (Deccan),14-May-14
M Vohra,Kings XI Punjab,Sunrisers Hyderabad,47,0,44,20,5,2,235,2,Hyderabad (Deccan),14-May-14
WP Saha,Kings XI Punjab,Sunrisers Hyderabad,54,0,31,26,8,2,207.69,2,Hyderabad (Deccan),14-May-14
GJ Maxwell,Kings XI Punjab,Sunrisers Hyderabad,43,0,34,22,2,5,195.45,2,Hyderabad (Deccan),14-May-14
DA Miller,Kings XI Punjab,Sunrisers Hyderabad,24,1,52,24,1,0,100,2,Hyderabad (Deccan),14-May-14
GJ Bailey,Kings XI Punjab,Sunrisers Hyderabad,35,1,27,19,2,3,184.21,2,Hyderabad (Deccan),14-May-14
AR Patel,Kings XI Punjab,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),14-May-14
MG Johnson,Kings XI Punjab,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),14-May-14
Shivam Sharma,Kings XI Punjab,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),14-May-14
R Dhawan,Kings XI Punjab,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),14-May-14
Sandeep Sharma,Kings XI Punjab,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),14-May-14
CH Gayle,Royal Challengers Bangalore,Delhi Daredevils,22,0,23,23,1,2,95.65,1,Bengaluru,13-May-14
PA Patel,Royal Challengers Bangalore,Delhi Daredevils,29,0,57,28,4,0,103.57,1,Bengaluru,13-May-14
V Kohli,Royal Challengers Bangalore,Delhi Daredevils,10,0,13,11,0,0,90.9,1,Bengaluru,13-May-14
AB de Villiers,Royal Challengers Bangalore,Delhi Daredevils,33,0,29,17,4,1,194.11,1,Bengaluru,13-May-14
Yuvraj Singh,Royal Challengers Bangalore,Delhi Daredevils,68,1,42,29,1,9,234.48,1,Bengaluru,13-May-14
S Rana,Royal Challengers Bangalore,Delhi Daredevils,15,1,32,14,1,0,107.14,1,Bengaluru,13-May-14
AN Ahmed,Royal Challengers Bangalore,Delhi Daredevils,DNB,0,-,-,-,-,-,1,Bengaluru,13-May-14
MA Starc,Royal Challengers Bangalore,Delhi Daredevils,DNB,0,-,-,-,-,-,1,Bengaluru,13-May-14
YS Chahal,Royal Challengers Bangalore,Delhi Daredevils,DNB,0,-,-,-,-,-,1,Bengaluru,13-May-14
VH Zol,Royal Challengers Bangalore,Delhi Daredevils,DNB,0,-,-,-,-,-,1,Bengaluru,13-May-14
M Muralidaran,Royal Challengers Bangalore,Delhi Daredevils,DNB,0,-,-,-,-,-,1,Bengaluru,13-May-14
M Vijay,Delhi Daredevils,Royal Challengers Bangalore,1,0,2,3,0,0,33.33,2,Bengaluru,13-May-14
Q de Kock,Delhi Daredevils,Royal Challengers Bangalore,6,0,9,6,1,0,100,2,Bengaluru,13-May-14
MA Agarwal,Delhi Daredevils,Royal Challengers Bangalore,31,0,37,25,2,2,124,2,Bengaluru,13-May-14
KP Pietersen,Delhi Daredevils,Royal Challengers Bangalore,33,0,40,29,2,1,113.79,2,Bengaluru,13-May-14
JP Duminy,Delhi Daredevils,Royal Challengers Bangalore,48,0,37,30,3,3,160,2,Bengaluru,13-May-14
KD Karthik,Delhi Daredevils,Royal Challengers Bangalore,1,0,4,2,0,0,50,2,Bengaluru,13-May-14
KM Jadhav,Delhi Daredevils,Royal Challengers Bangalore,37,0,34,20,3,2,185,2,Bengaluru,13-May-14
R Shukla,Delhi Daredevils,Royal Challengers Bangalore,2,1,13,6,0,0,33.33,2,Bengaluru,13-May-14
Mohammed Shami,Delhi Daredevils,Royal Challengers Bangalore,1,1,1,1,0,0,100,2,Bengaluru,13-May-14
S Kaul,Delhi Daredevils,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Bengaluru,13-May-14
Imran Tahir,Delhi Daredevils,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Bengaluru,13-May-14
Ankit Sharma,Rajasthan Royals,Chennai Super Kings,30,0,33,27,4,1,111.11,1,Ranchi,13-May-14
SR Watson,Rajasthan Royals,Chennai Super Kings,51,0,55,36,3,4,141.66,1,Ranchi,13-May-14
AM Rahane,Rajasthan Royals,Chennai Super Kings,4,0,11,7,0,0,57.14,1,Ranchi,13-May-14
KK Nair,Rajasthan Royals,Chennai Super Kings,8,0,21,11,1,0,72.72,1,Ranchi,13-May-14
STR Binny,Rajasthan Royals,Chennai Super Kings,22,0,27,17,0,2,129.41,1,Ranchi,13-May-14
SPD Smith,Rajasthan Royals,Chennai Super Kings,9,0,7,8,1,0,112.5,1,Ranchi,13-May-14
JP Faulkner,Rajasthan Royals,Chennai Super Kings,1,0,5,4,0,0,25,1,Ranchi,13-May-14
DH Yagnik,Rajasthan Royals,Chennai Super Kings,4,1,9,6,0,0,66.66,1,Ranchi,13-May-14
R Bhatia,Rajasthan Royals,Chennai Super Kings,7,0,5,4,1,0,175,1,Ranchi,13-May-14
KK Cooper,Rajasthan Royals,Chennai Super Kings,0,1,1,0,0,0,-,1,Ranchi,13-May-14
PV Tambe,Rajasthan Royals,Chennai Super Kings,DNB,0,-,-,-,-,-,1,Ranchi,13-May-14
DR Smith,Chennai Super Kings,Rajasthan Royals,44,0,43,35,5,2,125.71,2,Ranchi,13-May-14
BB McCullum,Chennai Super Kings,Rajasthan Royals,6,0,8,3,0,1,200,2,Ranchi,13-May-14
SK Raina,Chennai Super Kings,Rajasthan Royals,2,0,8,3,0,0,66.66,2,Ranchi,13-May-14
F du Plessis,Chennai Super Kings,Rajasthan Royals,38,0,64,39,2,0,97.43,2,Ranchi,13-May-14
R Ashwin,Chennai Super Kings,Rajasthan Royals,14,0,24,16,1,0,87.5,2,Ranchi,13-May-14
MS Dhoni,Chennai Super Kings,Rajasthan Royals,26,1,28,16,1,1,162.5,2,Ranchi,13-May-14
RA Jadeja,Chennai Super Kings,Rajasthan Royals,11,1,14,6,0,1,183.33,2,Ranchi,13-May-14
V Shankar,Chennai Super Kings,Rajasthan Royals,DNB,0,-,-,-,-,-,2,Ranchi,13-May-14
IC Pandey,Chennai Super Kings,Rajasthan Royals,DNB,0,-,-,-,-,-,2,Ranchi,13-May-14
MM Sharma,Chennai Super Kings,Rajasthan Royals,DNB,0,-,-,-,-,-,2,Ranchi,13-May-14
S Badree,Chennai Super Kings,Rajasthan Royals,DNB,0,-,-,-,-,-,2,Ranchi,13-May-14
AJ Finch,Sunrisers Hyderabad,Mumbai Indians,68,0,84,62,7,2,109.67,1,Hyderabad (Deccan),12-May-14
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,11,0,29,11,2,0,100,1,Hyderabad (Deccan),12-May-14
KL Rahul,Sunrisers Hyderabad,Mumbai Indians,10,0,20,13,1,0,76.92,1,Hyderabad (Deccan),12-May-14
DA Warner,Sunrisers Hyderabad,Mumbai Indians,55,1,47,31,6,2,177.41,1,Hyderabad (Deccan),12-May-14
NV Ojha,Sunrisers Hyderabad,Mumbai Indians,7,1,7,3,0,1,233.33,1,Hyderabad (Deccan),12-May-14
A Mishra,Sunrisers Hyderabad,Mumbai Indians,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),12-May-14
DW Steyn,Sunrisers Hyderabad,Mumbai Indians,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),12-May-14
KV Sharma,Sunrisers Hyderabad,Mumbai Indians,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),12-May-14
IK Pathan,Sunrisers Hyderabad,Mumbai Indians,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),12-May-14
MC Henriques,Sunrisers Hyderabad,Mumbai Indians,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),12-May-14
B Kumar,Sunrisers Hyderabad,Mumbai Indians,DNB,0,-,-,-,-,-,1,Hyderabad (Deccan),12-May-14
LMP Simmons,Mumbai Indians,Sunrisers Hyderabad,68,0,71,50,5,4,136,2,Hyderabad (Deccan),12-May-14
CM Gautam,Mumbai Indians,Sunrisers Hyderabad,1,0,6,3,0,0,33.33,2,Hyderabad (Deccan),12-May-14
AT Rayudu,Mumbai Indians,Sunrisers Hyderabad,68,0,70,46,7,2,147.82,2,Hyderabad (Deccan),12-May-14
RG Sharma,Mumbai Indians,Sunrisers Hyderabad,14,1,16,6,3,0,233.33,2,Hyderabad (Deccan),12-May-14
KA Pollard,Mumbai Indians,Sunrisers Hyderabad,6,1,10,7,0,0,85.71,2,Hyderabad (Deccan),12-May-14
AP Tare,Mumbai Indians,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),12-May-14
Harbhajan Singh,Mumbai Indians,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),12-May-14
SL Malinga,Mumbai Indians,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),12-May-14
CJ Anderson,Mumbai Indians,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),12-May-14
PP Ojha,Mumbai Indians,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),12-May-14
JJ Bumrah,Mumbai Indians,Sunrisers Hyderabad,DNB,0,-,-,-,-,-,2,Hyderabad (Deccan),12-May-14
V Kohli,Royal Challengers Bangalore,Rajasthan Royals,4,0,11,9,1,0,44.44,1,Bengaluru,11-May-14
CH Gayle,Royal Challengers Bangalore,Rajasthan Royals,19,0,33,25,3,0,76,1,Bengaluru,11-May-14
VH Zol,Royal Challengers Bangalore,Rajasthan Royals,16,0,25,14,3,0,114.28,1,Bengaluru,11-May-14
AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,58,0,61,32,1,5,181.25,1,Bengaluru,11-May-14
Yuvraj Singh,Royal Challengers Bangalore,Rajasthan Royals,83,0,52,38,7,7,218.42,1,Bengaluru,11-May-14
JA Morkel,Royal Challengers Bangalore,Rajasthan Royals,1,1,7,1,0,0,100,1,Bengaluru,11-May-14
PA Patel,Royal Challengers Bangalore,Rajasthan Royals,2,1,2,1,0,0,200,1,Bengaluru,11-May-14
VR Aaron,Royal Challengers Bangalore,Rajasthan Royals,DNB,0,-,-,-,-,-,1,Bengaluru,11-May-14
MA Starc,Royal Challengers Bangalore,Rajasthan Royals,DNB,0,-,-,-,-,-,1,Bengaluru,11-May-14
YS Chahal,Royal Challengers Bangalore,Rajasthan Royals,DNB,0,-,-,-,-,-,1,Bengaluru,11-May-14
AB Dinda,Royal Challengers Bangalore,Rajasthan Royals,DNB,0,-,-,-,-,-,1,Bengaluru,11-May-14
AM Rahane,Rajasthan Royals,Royal Challengers Bangalore,24,0,34,22,3,0,109.09,2,Bengaluru,11-May-14
KK Nair,Rajasthan Royals,Royal Challengers Bangalore,56,0,61,39,8,0,143.58,2,Bengaluru,11-May-14
SR Watson,Rajasthan Royals,Royal Challengers Bangalore,1,0,5,5,0,0,20,2,Bengaluru,11-May-14
STR Binny,Rajasthan Royals,Royal Challengers Bangalore,1,0,1,2,0,0,50,2,Bengaluru,11-May-14
SV Samson,Rajasthan Royals,Royal Challengers Bangalore,13,0,7,8,1,1,162.5,2,Bengaluru,11-May-14
SPD Smith,Rajasthan Royals,Royal Challengers Bangalore,48,1,40,21,4,4,228.57,2,Bengaluru,11-May-14
JP Faulkner,Rajasthan Royals,Royal Challengers Bangalore,41,1,29,17,3,3,241.17,2,Bengaluru,11-May-14
KW Richardson,Rajasthan Royals,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Bengaluru,11-May-14
R Tewatia,Rajasthan Royals,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Bengaluru,11-May-14
R Bhatia,Rajasthan Royals,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Bengaluru,11-May-14
PV Tambe,Rajasthan Royals,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,2,Bengaluru,11-May-14
V Sehwag,Kings XI Punjab,Kolkata Knight Riders,72,0,71,50,11,1,144,1,Cuttack,11-May-14
Mandeep Singh,Kings XI Punjab,Kolkata Knight Riders,0,0,6,3,0,0,0,1,Cuttack,11-May-14
WP Saha,Kings XI Punjab,Kolkata Knight Riders,15,0,19,9,3,0,166.66,1,Cuttack,11-May-14
GJ Maxwell,Kings XI Punjab,Kolkata Knight Riders,14,0,24,14,1,0,100,1,Cuttack,11-May-14
DA Miller,Kings XI Punjab,Kolkata Knight Riders,13,0,24,14,1,0,92.85,1,Cuttack,11-May-14
GJ Bailey,Kings XI Punjab,Kolkata Knight Riders,12,1,24,11,0,0,109.09,1,Cuttack,11-May-14
R Dhawan,Kings XI Punjab,Kolkata Knight Riders,4,0,6,6,0,0,66.66,1,Cuttack,11-May-14
MG Johnson,Kings XI Punjab,Kolkata Knight Riders,14,0,10,12,1,1,116.66,1,Cuttack,11-May-14
AR Patel,Kings XI Punjab,Kolkata Knight Riders,1,0,1,1,0,0,100,1,Cuttack,11-May-14
P Awana,Kings XI Punjab,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Cuttack,11-May-14
Sandeep Sharma,Kings XI Punjab,Kolkata Knight Riders,DNB,0,-,-,-,-,-,1,Cuttack,11-May-14
RV Uthappa,Kolkata Knight Riders,Kings XI Punjab,46,0,31,28,8,1,164.28,2,Cuttack,11-May-14
G Gambhir,Kolkata Knight Riders,Kings XI Punjab,63,1,83,45,7,0,140,2,Cuttack,11-May-14
MK Pandey,Kolkata Knight Riders,Kings XI Punjab,36,1,51,35,3,0,102.85,2,Cuttack,11-May-14
YK Pathan,Kolkata Knight Riders,Kings XI Punjab,DNB,0,-,-,-,-,-,2,Cuttack,11-May-14
SP Narine,Kolkata Knight Riders,Kings XI Punjab,DNB,0,-,-,-,-,-,2,Cuttack,11-May-14
RN ten Doeschate,Kolkata Knight Riders,Kings XI Punjab,DNB,0,-,-,-,-,-,2,Cuttack,11-May-14
SA Yadav,Kolkata Knight Riders,Kings XI Punjab,DNB,0,-,-,-,-,-,2,Cuttack,11-May-14
M Morkel,Kolkata Knight Riders,Kings XI Punjab,DNB,0,-,-,-,-,-,2,Cuttack,11-May-14
UT Yadav,Kolkata Knight Riders,Kings XI Punjab,DNB,0,-,-,-,-,-,2,Cuttack,11-May-14
JH Kallis,Kolkata Knight Riders,Kings XI Punjab,DNB,0,-,-,-,-,-,2,Cuttack,11-May-14
PP Chawla,Kolkata Knight Riders,Kings XI Punjab,DNB,0,-,-,-,-,-,2,Cuttack,11-May-14
LMP Simmons,Mumbai Indians,Chennai Super Kings,38,0,44,38,3,2,100,1,Wankhede,10-May-14
CM Gautam,Mumbai Indians,Chennai Super Kings,9,0,8,8,2,0,112.5,1,Wankhede,10-May-14
AT Rayudu,Mumbai Indians,Chennai Super Kings,59,0,69,43,2,4,137.2,1,Wankhede,10-May-14
RG Sharma,Mumbai Indians,Chennai Super Kings,19,0,28,19,1,0,100,1,Wankhede,10-May-14
KA Pollard,Mumbai Indians,Chennai Super Kings,0,0,2,1,0,0,0,1,Wankhede,10-May-14
CJ Anderson,Mumbai Indians,Chennai Super Kings,18,1,14,6,0,2,300,1,Wankhede,10-May-14
AP Tare,Mumbai Indians,Chennai Super Kings,9,0,12,5,2,0,180,1,Wankhede,10-May-14
Harbhajan Singh,Mumbai Indians,Chennai Super Kings,DNB,0,-,-,-,-,-,1,Wankhede,10-May-14
JJ Bumrah,Mumbai Indians,Chennai Super Kings,DNB,0,-,-,-,-,-,1,Wankhede,10-May-14
SL Malinga,Mumbai Indians,Chennai Super Kings,DNB,0,-,-,-,-,-,1,Wankhede,10-May-14
P Kumar,Mumbai Indians,Chennai Super Kings,DNB,0,-,-,-,-,-,1,Wankhede,10-May-14
DR Smith,Chennai Super Kings,Mumbai Indians,57,0,73,51,5,3,111.76,2,Wankhede,10-May-14
BB McCullum,Chennai Super Kings,Mumbai Indians,13,0,20,11,1,1,118.18,2,Wankhede,10-May-14
SK Raina,Chennai Super Kings,Mumbai Indians,19,0,17,11,3,0,172.72,2,Wankhede,10-May-14
F du Plessis,Chennai Super Kings,Mumbai Indians,31,0,41,24,2,1,129.16,2,Wankhede,10-May-14
MS Dhoni,Chennai Super Kings,Mumbai Indians,22,1,29,12,1,1,183.33,2,Wankhede,10-May-14
